Kit ID,Borough,Zipcode,Date Collected,Date Recieved,Lead First Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
15123522,Brooklyn,11230,02/04/2016,02/05/2016 12:00:00 AM,0.017,,,0.099,,
15123397,Queens,11358,02/08/2016,02/09/2016 12:00:00 AM,0.015,,,0.175,,
15123418,Staten Island,10310,04/26/2016,05/03/2016 12:00:00 AM,0.000,,,0.158,,
15123413,New York,10075,05/02/2016,05/10/2016 12:00:00 AM,0.002,,,0.051,,
16129444,Queens,11385,09/27/2016,10/04/2016 12:00:00 AM,0.005,,,0.079,,
16129428,Queens,11412,09/28/2016,10/03/2016 12:00:00 AM,0.004,,,0.134,,
16129620,Bronx,10461,09/28/2016,10/04/2016 12:00:00 AM,0.002,,,0.017,,
16129674,Queens,11374,09/30/2016,10/04/2016 12:00:00 AM,0.004,,,0.024,,
15224631,New York,10023,01/01/2016,01/12/2016 11:06:20 AM,0.000,0.000,,0.240,0.071, 
15224404,Queens,11435,01/01/2016,01/05/2016 10:57:23 AM,0.000,0.000,,0.270,0.028, 
15224078,New York,10033,01/01/2016,01/12/2016 11:06:20 AM,0.005,0.000,,0.283,0.087, 
15224674,New York,10025,01/01/2016,01/06/2016 10:59:25 AM,0.002,0.000,,0.121,0.035, 
15224530,New York,10028,01/02/2016,01/06/2016 10:59:25 AM,0.000,0.000,,0.061,0.023, 
15222834,Queens,11102,01/03/2016,01/08/2016 11:17:01 AM,0.001,0.001,,0.059,0.011, 
15224363,Brooklyn,11215,01/03/2016,01/12/2016 11:06:20 AM,0.000,0.000,,0.188,0.039, 
15224732,Brooklyn,11201,01/03/2016,01/06/2016 10:59:25 AM,0.000,0.000,,0.075,0.024, 
15224174,Brooklyn,11226,01/04/2016,01/11/2016 10:56:39 AM,0.000,0.000,,0.132,0.016, 
15224486,Brooklyn,11233,01/04/2016,01/07/2016 10:45:32 AM,0.000,0.000,,0.193,0.095, 
15224724,Queens,11385,01/04/2016,01/11/2016 10:56:39 AM,0.006,0.002,,0.077,0.014, 
15224692,Brooklyn,11231,01/04/2016,01/13/2016 10:22:02 AM,0.000,0.000,,0.271,0.103, 
15224528,Queens,11104,01/04/2016,01/11/2016 10:56:39 AM,0.000,0.000,,0.320,0.028, 
15224715,Queens,11101,01/05/2016,01/12/2016 11:06:20 AM,0.000,0.000,,0.223,0.198, 
15224736,New York,10019,01/05/2016,01/11/2016 10:56:39 AM,0.000,0.000,,0.037,0.006, 
15224544,Brooklyn,11206,01/06/2016,01/12/2016 11:06:20 AM,0.001,0.000,,0.161,0.040, 
15224735,New York,10019,01/06/2016,01/12/2016 11:06:20 AM,0.000,0.000,,0.053,0.008, 
15224714,Queens,11105,01/06/2016,01/11/2016 10:56:39 AM,0.004,0.000,,0.126,0.029, 
15224745,Brooklyn,11213,01/07/2016,01/12/2016 11:06:20 AM,0.002,0.000,,0.075,0.058, 
12218264,Brooklyn,11215,01/07/2016,01/19/2016 11:46:57 AM,0.002,0.000,,0.158,0.020, 
15224746,Brooklyn,11225,01/07/2016,01/08/2016 11:17:01 AM,0.000,0.001,,0.286,0.248, 
15224304,New York,10021,01/08/2016,01/20/2016 12:05:26 PM,0.000,0.000,,0.170,0.109, 
15224225,New York,10033,01/08/2016,01/14/2016 10:58:26 AM,0.000,0.000,,0.170,0.065, 
15222817,Queens,11694,01/09/2016,01/20/2016 12:05:26 PM,0.000,0.000,,0.109,0.016, 
16224775,New York,10023,01/11/2016,01/19/2016 11:46:57 AM,0.000,0.000,,0.044,0.020, 
15224600,Brooklyn,11206,01/11/2016,01/19/2016 11:46:57 AM,0.003,0.014,,0.172,0.014, 
16300381,New York,10033,01/12/2016,01/19/2016 11:46:57 AM,0.082,0.009,0.008,0.157,0.017,0.015
16224753,Brooklyn,11217,01/12/2016,01/19/2016 11:46:57 AM,0.000,0.000,,0.166,0.041, 
16224799,Brooklyn,11219,01/12/2016,01/14/2016 10:58:26 AM,0.000,0.000,,0.082,0.015, 
15224554,Brooklyn,11206,01/12/2016,01/19/2016 11:46:57 AM,0.000,0.000,,0.281,0.041, 
16224791,Queens,11372,01/12/2016,01/19/2016 11:46:57 AM,0.000,0.000,,0.068,0.010, 
15224591,New York,10017,01/12/2016,01/20/2016 12:05:26 PM,0.003,0.000,,0.094,0.022, 
16224761,Brooklyn,11217,01/13/2016,01/22/2016 10:45:06 AM,0.002,0.000,,0.042,0.009, 
16224771,New York,10023,01/13/2016,01/22/2016 10:45:06 AM,0.000,0.000,,0.173,0.033, 
16224767,Queens,11426,01/13/2016,01/19/2016 11:46:57 AM,0.004,0.012,,0.185,0.017, 
16224780,New York,10007,01/13/2016,01/20/2016 12:05:26 PM,0.000,0.000,,0.107,0.065, 
16224755,Brooklyn,11221,01/13/2016,01/19/2016 11:46:57 AM,0.000,0.000,,0.295,0.103, 
16224773,New York,10075,01/13/2016,01/20/2016 12:05:26 PM,0.018,0.015,,0.082,0.004, 
15224478,Brooklyn,11215,01/14/2016,01/20/2016 12:05:26 PM,0.008,0.004,,0.164,0.019, 
16224782,Brooklyn,11238,01/14/2016,01/19/2016 11:46:57 AM,0.001,0.000,,0.142,0.033, 
16224804,Brooklyn,11216,01/14/2016,01/19/2016 11:46:57 AM,0.019,0.004,,0.313,0.043, 
15224711,New York,10034,01/16/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.203,0.035, 
16224836,Brooklyn,11225,01/16/2016,01/22/2016 10:45:06 AM,0.006,0.008,,0.193,0.150, 
15224727,Brooklyn,11229,01/16/2016,01/22/2016 10:45:06 AM,0.002,0.000,,0.194,0.028, 
16224824,Brooklyn,11218,01/16/2016,01/25/2016 11:08:48 AM,0.001,0.002,,0.227,0.041, 
16224828,New York,10013,01/16/2016,01/20/2016 12:05:26 PM,0.002,0.000,,0.174,0.139, 
16224821,Brooklyn,11220,01/17/2016,01/22/2016 10:45:06 AM,0.001,0.000,,0.096,0.018, 
16224783,Brooklyn,11215,01/17/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.165,0.076, 
15224718,New York,10016,01/17/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.076,0.029, 
15224469,New York,10128,01/18/2016,01/22/2016 10:45:06 AM,0.000,0.000,,0.162,0.107, 
16224785,New York,0,01/18/2016,01/22/2016 10:45:06 AM,0.000,0.000,,0.047,0.016, 
16224801,New York,10038,01/18/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.072,0.013, 
15224712,Bronx,10463,01/18/2016,01/22/2016 10:45:06 AM,0.000,0.000,,0.092,0.044, 
16224853,Queens,11375,01/19/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.138,0.122, 
15224526,Staten Island,10301,01/19/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.179,0.100, 
15224165,Brooklyn,11217,01/19/2016,01/26/2016 10:41:34 AM,0.003,0.000,,0.133,0.030, 
15224699,Queens,11385,01/19/2016,01/21/2016 11:06:04 AM,0.003,0.002,,0.086,0.024, 
15224507,Brooklyn,11213,01/19/2016,01/22/2016 10:45:06 AM,0.004,0.001,,0.140,0.022, 
16224794,Brooklyn,11211,01/19/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.243,0.093, 
16224829,New York,10032,01/20/2016,01/22/2016 10:45:06 AM,0.000,0.000,,0.079,0.012, 
16300383,Queens,11432,01/20/2016,01/25/2016 11:08:48 AM,0.003,0.004,0.001,0.128,0.029,0.021
16224864,New York,10025,01/20/2016,01/27/2016 10:14:00 AM,0.002,0.000,,0.168,0.113, 
14221774,New York,10013,01/20/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.055,0.015, 
15224484,Queens,11102,01/20/2016,01/26/2016 10:41:34 AM,0.000,0.000,,0.275,0.054, 
16224822,New York,10024,01/20/2016,01/25/2016 11:08:48 AM,0.000,0.000,,0.208,0.029, 
15224090,New York,10021,01/20/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.138,0.097, 
16224862,New York,10025,01/21/2016,01/26/2016 10:41:34 AM,0.000,0.000,,0.069,0.015, 
16224848,New York,10036,01/21/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.117,0.077, 
16224750,Queens,11418,01/21/2016,01/27/2016 10:14:00 AM,0.000,0.000,,0.115,0.019, 
16224858,New York,10016,01/21/2016,01/27/2016 10:14:00 AM,0.000,0.000,,0.216,0.152, 
16224962,Brooklyn,11216,01/21/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.056,0.012, 
16224943,Brooklyn,11215,01/22/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.113,0.021, 
16224757,New York,10128,01/22/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.102,0.017, 
16224819,New York,10024,01/23/2016,01/28/2016 10:18:42 AM,0.000,0.000,,0.150,0.103, 
16224869,New York,10024,01/23/2016,02/01/2016 11:41:36 AM,0.001,0.000,,0.245,0.176, 
16224954,New York,10018,01/23/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.071,0.024, 
13218355,New York,10040,01/23/2016,02/05/2016 12:04:29 PM,0.002,0.000,,0.091,0.025, 
13219925,New York,10128,01/23/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.173,0.129, 
16224942,Queens,11357,01/23/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.052,0.016, 
16224937,Bronx,10462,01/23/2016,01/29/2016 11:07:39 AM,0.001,0.000,,0.115,0.067, 
16224930,New York,10014,01/23/2016,02/01/2016 11:41:36 AM,0.026,0.002,,0.115,0.027, 
16224947,Brooklyn,11213,01/23/2016,02/02/2016 10:24:17 AM,0.001,0.004,,0.288,0.199, 
16224905,New York,10016,01/24/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.112,0.049, 
16224879,Queens,11104,01/24/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.155,0.043, 
16224960,New York,10012,01/24/2016,02/02/2016 10:24:17 AM,0.000,0.000,,0.095,0.082, 
15224510,Brooklyn,11222,01/24/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.200,0.020, 
16224929,New York,10009,01/24/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.093,0.050, 
16224906,New York,10003,01/25/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.092,0.067, 
16224955,New York,10024,01/25/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.195,0.043, 
16224752,New York,10009,01/25/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.154,0.023, 
14221650,Queens,11374,01/25/2016,02/01/2016 11:41:36 AM,0.001,0.000,,0.077,0.009, 
16224908,Queens,11379,01/25/2016,02/01/2016 11:41:36 AM,0.019,0.023,,0.139,0.104, 
15224681,Queens,11372,01/25/2016,02/01/2016 11:41:36 AM,0.001,0.000,,0.124,0.047, 
16224856,New York,10014,01/26/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.062,0.033, 
16224846,Queens,11106,01/26/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.163,0.153, 
16224888,Brooklyn,11215,01/26/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.233,0.056, 
16224971,New York,10024,01/26/2016,02/02/2016 10:24:17 AM,0.003,0.000,,0.160,0.023, 
15224741,New York,10040,01/27/2016,02/01/2016 11:41:36 AM,0.006,0.000,,0.072,0.025, 
16224945,Queens,11104,01/27/2016,01/29/2016 11:07:39 AM,0.001,0.000,,0.070,0.010, 
16224898,New York,10027,01/27/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.116,0.105, 
16224918,Brooklyn,11201,01/27/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.208,0.061, 
15224743,Brooklyn,11201,01/27/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.181,0.025, 
16225098,Brooklyn,11237,01/27/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.085,0.019, 
15123484,Queens,11358,06/25/2015,,2,,,0.245,,
16224806,Brooklyn,11238,01/27/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.406,0.047, 
15224222,New York,10010,01/27/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.213,0.044, 
16224958,Brooklyn,11233,01/28/2016,02/09/2016 11:46:28 AM,0.002,0.002,,0.072,0.121, 
16225049,Queens,11375,01/28/2016,01/29/2016 11:07:39 AM,0.000,0.000,,0.280,0.191, 
16225008,Bronx,10461,01/28/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.048,0.016, 
16225088,New York,10012,01/28/2016,02/08/2016 11:07:20 AM,0.000,0.000,,0.148,0.080, 
16224861,Brooklyn,11216,01/28/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.214,0.028, 
16225110,New York,10040,01/28/2016,02/01/2016 11:41:36 AM,0.003,0.000,,0.121,0.029, 
16224990,Brooklyn,11234,01/28/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.157,0.063, 
16224936,New York,10024,01/28/2016,02/04/2016 11:17:23 AM,0.002,0.000,,0.394,0.049, 
15224191,New York,10025,01/28/2016,02/01/2016 11:41:36 AM,0.005,0.000,,0.129,0.070, 
16225069,New York,10040,01/28/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.132,0.019, 
16224966,New York,10002,01/28/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.109,0.051, 
16224985,Brooklyn,11229,01/29/2016,02/04/2016 11:17:23 AM,0.001,0.000,,0.111,0.047, 
16225101,Brooklyn,11201,01/29/2016,02/01/2016 11:41:36 AM,0.001,0.000,,0.163,0.054, 
15300372,Brooklyn,11228,01/29/2016,02/04/2016 11:17:23 AM,0.007,0.021,0.002,0.176,0.055,0.013
16225204,Queens,11379,01/29/2016,02/03/2016 11:09:37 AM,0.007,0.007,,0.122,0.013, 
16225174,Brooklyn,11209,01/29/2016,02/09/2016 11:46:28 AM,0.001,0.000,,0.159,0.067, 
16224999,New York,10005,01/29/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.137,0.044, 
16224978,New York,10280,01/29/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.041,0.015, 
16225148,Bronx,10467,01/29/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.009,0.009, 
15224701,Bronx,10457,01/29/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.074,0.046, 
16225178,New York,10128,01/29/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.087,0.258, 
16225055,Queens,11103,01/29/2016,02/08/2016 11:07:20 AM,0.001,0.000,,0.079,0.013, 
16225250,Queens,11106,01/29/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.167,0.083, 
15224668,Brooklyn,11205,01/30/2016,02/04/2016 11:17:23 AM,0.002,0.000,,0.113,0.016, 
16225096,Staten Island,10312,01/30/2016,02/01/2016 11:41:36 AM,0.000,0.000,,0.141,0.016, 
15224703,New York,10033,01/30/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.049,0.062, 
16225179,New York,10033,01/30/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.168,0.149, 
16225116,Brooklyn,11238,01/30/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.131,0.013, 
16224883,New York,10025,01/30/2016,02/05/2016 12:04:29 PM,0.002,0.000,,0.476,0.037, 
16225031,New York,10025,01/30/2016,02/05/2016 12:04:29 PM,0.002,0.000,,0.149,0.111, 
16225108,Queens,11103,01/30/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.095,0.011, 
16225109,Brooklyn,11201,01/30/2016,02/08/2016 11:07:20 AM,0.000,0.000,,0.071,0.022, 
16225048,Brooklyn,11230,01/30/2016,02/05/2016 12:04:29 PM,0.013,0.032,,0.344,0.074, 
16225191,New York,10014,01/30/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.064,0.030, 
16225199,Queens,11104,01/30/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.169,0.021, 
16225045,New York,10010,01/30/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.097,0.022, 
16224926,Brooklyn,11215,01/30/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.107,0.035, 
16225147,Brooklyn,11230,01/30/2016,02/09/2016 11:46:28 AM,0.004,0.001,,0.202,0.133, 
16224872,New York,10013,01/30/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.131,0.018, 
16224989,Brooklyn,11233,01/31/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.317,0.123, 
16225192,Brooklyn,11236,01/31/2016,02/04/2016 11:17:23 AM,0.005,0.000,,0.145,0.042, 
15224739,Brooklyn,11231,01/31/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.057,0.020, 
16225238,Queens,11360,01/31/2016,02/02/2016 10:24:17 AM,0.000,0.000,,0.057,0.040, 
16225218,New York,10014,01/31/2016,02/09/2016 11:05:49 AM,0.001,0.000,,0.102,0.059, 
16225000,Brooklyn,11213,01/31/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.177,0.073, 
16225173,New York,10023,01/31/2016,02/10/2016 10:36:15 AM,0.005,0.000,,0.677,0.180, 
16225272,Queens,11418,02/01/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.110,0.015, 
14221604,Staten Island,10301,02/01/2016,02/08/2016 11:07:20 AM,0.004,0.000,,0.141,0.060, 
16224816,Queens,11357,02/01/2016,02/02/2016 10:24:17 AM,0.000,0.000,,0.135,0.028, 
16225163,New York,10040,02/01/2016,02/03/2016 11:09:37 AM,0.003,0.000,,0.120,0.032, 
16224987,Brooklyn,11230,02/01/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.085,0.016, 
16225177,New York,10014,02/01/2016,02/04/2016 11:17:23 AM,0.020,0.000,,0.069,0.011, 
16225310,Queens,11419,02/01/2016,02/08/2016 11:07:20 AM,0.000,0.000,,0.218,0.022, 
16225197,New York,10028,02/01/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.060,0.018, 
16224859,Brooklyn,11215,02/01/2016,02/08/2016 11:07:20 AM,0.002,0.002,,0.109,0.155, 
15223250,Queens,11370,02/01/2016,02/02/2016 10:24:17 AM,0.000,0.000,,0.165,0.136, 
16225247,Queens,11102,02/01/2016,02/09/2016 11:05:49 AM,0.002,0.000,,0.250,0.097, 
16224965,New York,10003,02/01/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.108,0.031, 
16225076,Queens,11365,02/01/2016,02/02/2016 10:24:17 AM,0.000,0.000,,0.250,0.058, 
16225205,Brooklyn,11225,02/01/2016,02/11/2016 11:04:23 AM,0.002,0.000,,0.128,0.089, 
15224259,Queens,11379,02/01/2016,02/02/2016 11:41:13 AM,0.000,0.000,,0.190,0.110, 
16224996,Brooklyn,11226,02/01/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.112,0.017, 
16225029,Bronx,10470,02/01/2016,02/03/2016 11:09:37 AM,0.000,0.002,,0.140,0.010, 
16224886,Brooklyn,11215,02/02/2016,02/03/2016 11:09:37 AM,0.000,0.000,,0.088,0.056, 
16225004,Brooklyn,11201,02/02/2016,02/09/2016 11:46:28 AM,0.001,0.001,,0.324,0.113, 
16225275,New York,10075,02/02/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.109,0.050, 
16224865,New York,10029,02/02/2016,02/05/2016 12:04:29 PM,0.000,0.000,,0.030,0.014, 
16225067,Brooklyn,11213,02/02/2016,02/05/2016 12:04:29 PM,0.001,0.001,,0.149,0.127, 
16225001,Brooklyn,11225,02/02/2016,02/09/2016 11:05:49 AM,0.004,0.005,,0.192,0.072, 
16225056,Brooklyn,11231,02/02/2016,02/08/2016 11:07:20 AM,0.000,0.000,,0.287,0.087, 
16225137,Brooklyn,11215,02/02/2016,02/09/2016 11:46:28 AM,0.039,0.000,,0.140,0.051, 
16225172,New York,10028,02/02/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.109,0.097, 
16225107,New York,10023,02/02/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.054,0.031, 
16225207,New York,10033,02/02/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.104,0.038, 
16225349,New York,10002,02/22/2016,02/29/2016 12:12:46 PM,0.002,0.000,,0.092,0.013, 
15224720,Queens,11415,02/02/2016,02/05/2016 12:04:29 PM,0.011,0.009,,0.036,0.238, 
16225278,Brooklyn,11226,02/02/2016,02/05/2016 12:04:29 PM,0.001,0.000,,0.197,0.094, 
16225133,Queens,11368,02/02/2016,02/04/2016 11:17:23 AM,0.000,0.000,,0.063,0.024, 
16225176,New York,10002,02/02/2016,02/05/2016 12:04:29 PM,0.002,0.003,,0.106,0.071, 
16225224,Queens,11372,02/02/2016,02/16/2016 12:55:09 PM,0.000,0.000,,0.126,0.012, 
16224994,New York,10016,02/03/2016,02/05/2016 12:04:29 PM,0.000,0.002,,0.164,0.150, 
16224830,Staten Island,10309,02/03/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.187,0.138, 
16224909,New York,10025,02/03/2016,02/10/2016 10:36:15 AM,0.000,0.000,,0.080,0.018, 
16225057,Brooklyn,11231,02/03/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.241,0.092, 
16225042,Bronx,10467,02/03/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.191,0.031, 
16225361,New York,10013,02/03/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.130,0.039, 
16225070,New York,10013,02/03/2016,02/11/2016 11:04:23 AM,0.000,0.000,,0.042,0.013, 
16225085,Brooklyn,11231,02/03/2016,02/09/2016 11:46:28 AM,0.001,0.000,,0.159,0.020, 
16225187,New York,10003,02/03/2016,02/10/2016 10:36:15 AM,0.001,0.000,,0.213,0.186, 
16225225,Brooklyn,11230,02/03/2016,02/09/2016 11:46:28 AM,0.001,0.002,,0.220,0.143, 
16225131,New York,10016,02/03/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.186,0.154, 
16225087,New York,10003,02/04/2016,02/12/2016 12:11:24 PM,0.000,0.000,,0.265,0.129, 
16224769,Brooklyn,11221,02/04/2016,02/11/2016 11:04:23 AM,0.000,0.000,,0.325,0.177, 
16225126,Brooklyn,11215,02/04/2016,02/09/2016 11:05:49 AM,0.003,0.001,,0.165,0.028, 
16225322,Queens,11104,02/04/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.172,0.105, 
16225479,Queens,11106,02/04/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.277,0.054, 
16225335,New York,10028,02/04/2016,02/10/2016 10:36:15 AM,0.001,0.001,,0.179,0.074, 
16225365,New York,10023,02/04/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.170,0.022, 
16225410,New York,10033,02/04/2016,02/11/2016 11:04:23 AM,0.000,0.000,,0.072,0.014, 
16225416,New York,10025,02/04/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.494,0.159, 
16225337,Brooklyn,11201,02/04/2016,02/12/2016 12:11:24 PM,0.002,0.000,,0.130,0.028, 
15223398,Brooklyn,11231,02/04/2016,02/08/2016 11:07:20 AM,0.000,0.000,,0.149,0.015, 
16225359,New York,10034,02/04/2016,02/10/2016 10:36:15 AM,0.000,0.000,,0.068,0.010, 
16225312,New York,10029,02/04/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.105,0.016, 
16225150,Brooklyn,11217,02/04/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.198,0.049, 
16225420,New York,10003,02/04/2016,02/11/2016 11:04:23 AM,0.000,0.000,,0.075,0.012, 
16225470,Brooklyn,11231,02/05/2016,02/09/2016 11:05:49 AM,0.003,0.001,,0.161,0.132, 
16225443,Queens,11364,02/05/2016,02/09/2016 11:05:49 AM,0.004,0.005,,1.084,1.245, 
16224949,Brooklyn,11201,02/05/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.122,0.057, 
16225341,Bronx,10461,02/05/2016,02/09/2016 11:05:49 AM,0.001,0.002,,0.154,0.013, 
16225384,New York,10016,02/05/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.162,0.057, 
16225097,Queens,11357,02/05/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.189,0.038, 
16225403,Bronx,10461,02/05/2016,02/11/2016 11:04:23 AM,0.009,0.008,,0.202,0.052, 
15224725,New York,10033,02/05/2016,02/19/2016 11:45:09 AM,0.000,0.000,,0.043,0.010, 
16225382,Queens,11429,02/06/2016,02/11/2016 11:04:23 AM,0.008,0.002,,0.130,0.013, 
16225453,New York,10010,02/06/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.094,0.017, 
16225498,Queens,11367,02/06/2016,02/17/2016 11:50:58 AM,0.000,0.000,,0.207,0.009, 
16225230,Queens,11379,02/06/2016,02/11/2016 11:04:23 AM,0.001,0.000,,0.142,0.070, 
16225454,Staten Island,10305,02/06/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.149,0.044, 
16225440,Queens,11364,02/06/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.164,0.019, 
16225135,New York,10033,02/06/2016,02/12/2016 12:11:24 PM,0.003,0.000,,0.125,0.024, 
16225439,New York,10017,02/06/2016,02/09/2016 11:46:28 AM,0.004,0.002,,0.110,0.079, 
16225344,New York,10025,02/06/2016,02/09/2016 11:46:28 AM,0.002,0.000,,0.165,0.044, 
16225376,Brooklyn,11204,02/06/2016,02/10/2016 10:36:15 AM,0.002,0.002,,0.119,0.016, 
16225413,Brooklyn,11215,02/06/2016,02/16/2016 12:55:09 PM,0.001,0.000,,0.173,0.156, 
16225401,New York,10009,02/06/2016,02/09/2016 11:46:28 AM,0.000,0.000,,0.119,0.077, 
16225194,Queens,11385,02/06/2016,02/09/2016 11:05:49 AM,0.002,0.000,,0.153,0.023, 
16225397,Brooklyn,11205,02/06/2016,02/09/2016 11:05:49 AM,0.002,0.001,,0.143,0.010, 
16225336,New York,10034,02/06/2016,02/11/2016 11:04:23 AM,0.000,0.000,,0.024,0.063, 
16225492,New York,10036,02/06/2016,02/11/2016 11:04:23 AM,0.000,0.000,,0.356,0.039, 
16225460,New York,10025,02/06/2016,02/10/2016 10:36:15 AM,0.000,0.000,,0.060,0.014, 
16225355,New York,10013,02/06/2016,02/09/2016 11:46:28 AM,0.003,0.000,,0.215,0.065, 
16225044,New York,10010,02/06/2016,02/09/2016 11:05:49 AM,0.000,0.000,,0.097,0.011, 
16225156,Brooklyn,11215,02/06/2016,02/11/2016 11:04:23 AM,0.003,0.000,,0.146,0.011, 
16225415,Brooklyn,11216,02/06/2016,02/12/2016 12:11:24 PM,0.000,0.000,,0.153,0.190, 
16300384,Brooklyn,11225,02/06/2016,02/12/2016 12:11:24 PM,0.011,0.017,0.004,0.232,0.159,0.022
15224273,Queens,11385,02/07/2016,02/17/2016 11:50:58 AM,0.000,0.000,,0.157,0.037, 
16225073,New York,10026,02/07/2016,02/16/2016 12:55:09 PM,0.000,0.000,,0.267,0.263, 
16225533,Staten Island,10306,02/07/2016,02/11/2016 11:04:23 AM,0.002,0.000,,0.264,0.229, 
16225455,Brooklyn,11215,02/07/2016,02/12/2016 12:11:24 PM,0.006,0.001,,0.101,0.008, 
16224912,New York,10128,02/07/2016,02/16/2016 12:55:09 PM,0.000,0.000,,0.155,0.092, 
16225072,Brooklyn,11226,02/07/2016,02/16/2016 12:55:09 PM,0.000,0.000,,0.158,0.133, 
16225472,Queens,11375,02/07/2016,02/12/2016 12:11:24 PM,0.004,0.002,,0.177,0.024, 
16225418,Brooklyn,11231,02/07/2016,02/16/2016 12:55:09 PM,0.000,0.000,,0.429,0.224, 
16225422,Brooklyn,11217,02/07/2016,02/12/2016 12:11:24 PM,0.002,0.001,,0.180,0.171, 
